Id	CAS	SMILES	Status	Experimental value 	Predicted value 
508	69806-40-2	O=C(OC)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C	Training	NON-Carcinogen	NON-Carcinogen
509	87-82-1	c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
510	68631-49-2	O(c1cc(c(cc1Br)Br)Br)c2cc(c(cc2Br)Br)Br	Test	NON-Carcinogen	Carcinogen
511	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
512	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
513	121-82-4	O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1	Training	NON-Carcinogen	Carcinogen
514	822-06-0	O=C=NCCCCCCN=C=O	Training	NON-Carcinogen	NON-Carcinogen
515	680-31-9	O=P(N(C)C)(N(C)C)N(C)C	Test	NON-Carcinogen	NON-Carcinogen
516	110-54-3	CCCCCC	Training	NON-Carcinogen	NON-Carcinogen
517	124-04-9	O=C(O)CCCCC(=O)O	Training	NON-Carcinogen	NON-Carcinogen
518	591-78-6	O=C(C)CCCC	Training	NON-Carcinogen	NON-Carcinogen
519	51235-04-2	O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
520	78587-05-0	O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C	Test	NON-Carcinogen	NON-Carcinogen
521	67485-29-4	FC(F)(F)c3ccc(C=CC(=NNC1=NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3	Training	NON-Carcinogen	Carcinogen
522	74-90-8	N#C	Training	NON-Carcinogen	NON-Carcinogen
523	123-31-9	Oc1ccc(O)cc1	Training	NON-Carcinogen	NON-Carcinogen
524	35554-44-0	n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
525	81335-37-7	O=C(O)c2cc3ccccc3(nc2(C1=NC(C(=O)N1)(C)C(C)C))	Test	NON-Carcinogen	Carcinogen
526	81335-77-5	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC	Training	NON-Carcinogen	NON-Carcinogen
527	36734-19-7	O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2	Training	NON-Carcinogen	NON-Carcinogen
528	78-83-1	OCC(C)C	Training	NON-Carcinogen	NON-Carcinogen
529	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	NON-Carcinogen	NON-Carcinogen
530	33820-53-0	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(C)C	Test	NON-Carcinogen	NON-Carcinogen
531	67-63-0	OC(C)C	Training	NON-Carcinogen	NON-Carcinogen
532	1832-54-8	O=P(O)(OC(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
533	82558-50-7	O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC)	Training	NON-Carcinogen	NON-Carcinogen
534	77501-63-4	O=C(OC(C(=O)OCC)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
535	541-25-3	C(=C[As](Cl)Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
536	330-55-2	O=C(Nc1ccc(c(c1)Cl)Cl)N(OC)C	Training	NON-Carcinogen	NON-Carcinogen
537	94-74-6	O=C(O)COc1ccc(cc1C)Cl	Training	NON-Carcinogen	NON-Carcinogen
538	94-81-5	O=C(O)CCCOc1ccc(cc1C)Cl	Training	NON-Carcinogen	NON-Carcinogen
539	93-65-2	O=C(O)C(Oc1ccc(cc1C)Cl)C	Training	NON-Carcinogen	NON-Carcinogen
540	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Test	NON-Carcinogen	NON-Carcinogen
541	108-31-6	O=C1OC(=O)C=C1	Training	NON-Carcinogen	Carcinogen
542	123-33-1	O=C1C=CC(=O)NN1	Training	NON-Carcinogen	Carcinogen
543	109-77-3	N#CCC#N	Training	NON-Carcinogen	NON-Carcinogen
544	950-10-7	O=P(N=C1SCC(C)S1)(OCC)OCC	Training	NON-Carcinogen	NON-Carcinogen
545	24307-26-4	C[N+]1(C)(CCCCC1)	Test	NON-Carcinogen	NON-Carcinogen
546	150-50-5	CCCCSP(SCCCC)SCCCC	Training	NON-Carcinogen	NON-Carcinogen
547	78-48-8	O=P(SCCCC)(SCCCC)SCCCC	Training	NON-Carcinogen	NON-Carcinogen
548	57837-19-1	O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C	Training	NON-Carcinogen	Carcinogen
549	126-98-7	N#CC(=C)C	Training	NON-Carcinogen	NON-Carcinogen
550	10265-92-6	O=P(OC)(N)SC	Test	NON-Carcinogen	NON-Carcinogen
551	67-56-1	OC	Training	NON-Carcinogen	NON-Carcinogen
552	950-37-8	O=C1N(N=C(OC)S1)CSP(OC)(OC)=S	Training	NON-Carcinogen	Carcinogen
553	16752-77-5	O=C(ON=C(C)SC)NC	Training	NON-Carcinogen	NON-Carcinogen
554	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	NON-Carcinogen	Carcinogen
555	110-49-6	O=C(OCCOC)C	Test	NON-Carcinogen	NON-Carcinogen
556	109-86-4	OCCOC	Training	NON-Carcinogen	NON-Carcinogen
557	79-20-9	O=C(OC)C	Training	NON-Carcinogen	NON-Carcinogen
558	96-33-3	O=C(OC)C=C	Training	NON-Carcinogen	NON-Carcinogen
559	78-93-3	O=C(C)CC	Training	NON-Carcinogen	NON-Carcinogen
560	108-10-1	O=C(C)CC(C)C	Test	NON-Carcinogen	NON-Carcinogen
561	624-83-9	O=C=NC	Training	NON-Carcinogen	NON-Carcinogen
562	80-62-6	O=C(OC)C(=C)C	Training	NON-Carcinogen	NON-Carcinogen
563	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	NON-Carcinogen	NON-Carcinogen
564	993-13-5	O=P(O)(O)C	Training	NON-Carcinogen	NON-Carcinogen
565	99-55-8	O=[N+]([O-])c1ccc(c(N)c1)C	Test	NON-Carcinogen	NON-Carcinogen
566	124-58-3	O=[As](O)(O)C	Training	NON-Carcinogen	NON-Carcinogen
567	108-87-2	CC1CCCCC1	Training	NON-Carcinogen	NON-Carcinogen
568	96-37-7	CC1CCCC1	Training	NON-Carcinogen	NON-Carcinogen
569	101-68-8	O=C=Nc1ccc(cc1)Cc2ccc(N=C=O)cc2	Training	NON-Carcinogen	Carcinogen
570	90-12-0	c1ccc2c(c1)cccc2C	Test	NON-Carcinogen	NON-Carcinogen
571	91-57-6	c1ccc2cc(ccc2(c1))C	Training	NON-Carcinogen	Carcinogen
572	98-83-9	C=C(c1ccccc1)C	Training	NON-Carcinogen	NON-Carcinogen
573	51218-45-2	O=C(N(c1c(cccc1CC)C)C(C)COC)CCl	Training	NON-Carcinogen	Carcinogen
574	21087-64-9	O=C1C(=NN=C(N1(N))SC)C(C)(C)C	Training	NON-Carcinogen	Carcinogen
575	74223-64-6	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Test	NON-Carcinogen	NON-Carcinogen
576	2212-67-1	O=C(N1CCCCCC1)SCC	Training	NON-Carcinogen	NON-Carcinogen
577	100-61-8	c1ccc(cc1)NC	Training	NON-Carcinogen	NON-Carcinogen
578	88671-89-0	N#CC(c1ccc(cc1)Cl)(Cn2ncnc2)CCCC	Training	NON-Carcinogen	Carcinogen
579	74-31-7	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	NON-Carcinogen	Carcinogen
580	300-76-5	O=P(OC)(OC)OC(C(Cl)(Cl)Br)Br	Test	NON-Carcinogen	NON-Carcinogen
581	91-59-8	Nc1ccc2ccccc2(c1)	Training	NON-Carcinogen	NON-Carcinogen
582	15299-99-7	O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Training	NON-Carcinogen	Carcinogen
583	88-74-4	O=[N+]([O-])c1ccccc1(N)	Training	NON-Carcinogen	NON-Carcinogen
584	99-09-2	O=[N+]([O-])c1cccc(N)c1	Training	NON-Carcinogen	NON-Carcinogen
585	100-01-6	O=[N+]([O-])c1ccc(N)cc1	Test	NON-Carcinogen	NON-Carcinogen
586	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	NON-Carcinogen	Carcinogen
587	55-63-0	O=[N+]([O-])OCC(O[N+](=O)[O-])CO[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
588	556-88-7	O=[N+]([O-])N=C(N)N	Training	NON-Carcinogen	Carcinogen
589	88-75-5	O=[N+]([O-])c1ccccc1(O)	Training	NON-Carcinogen	NON-Carcinogen
590	99-08-1	O=[N+]([O-])c1cccc(c1)C	Test	NON-Carcinogen	NON-Carcinogen
591	88-72-2	O=[N+]([O-])c1ccccc1C	Training	NON-Carcinogen	NON-Carcinogen
592	99-99-0	O=[N+]([O-])c1ccc(cc1)C	Training	NON-Carcinogen	NON-Carcinogen
593	111-84-2	CCCCCCCCC	Training	NON-Carcinogen	NON-Carcinogen
594	27314-13-2	O=C1C(=C(C=NN1c2cccc(c2)C(F)(F)F)NC)Cl	Training	NON-Carcinogen	NON-Carcinogen
595	2691-41-0	O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1	Test	NON-Carcinogen	Carcinogen
596	152-16-9	O=P(OP(=O)(N(C)C)N(C)C)(N(C)C)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
597	117-84-0	O=C(OCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCC)	Training	NON-Carcinogen	NON-Carcinogen
598	19044-88-3	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N	Training	NON-Carcinogen	NON-Carcinogen
599	19666-30-9	O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
600	23135-22-0	O=C(ON=C(C(=O)N(C)C)SC)NC	Test	NON-Carcinogen	NON-Carcinogen
601	42874-03-3	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)C(F)(F)F)cc2(OCC)	Training	NON-Carcinogen	NON-Carcinogen
602	76738-62-0	OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C	Training	NON-Carcinogen	Carcinogen
603	1910-42-5	c1c[n+](ccc1c2cc[n+](cc2)C)C	Training	NON-Carcinogen	Carcinogen
604	56-38-2	O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1	Training	NON-Carcinogen	NON-Carcinogen
605	1114-71-2	O=C(N(CC)CCCC)SCCC	Test	NON-Carcinogen	NON-Carcinogen
606	40487-42-1	O=[N+]([O-])c1cc(c(c(c1(NC(CC)CC))[N+](=O)[O-])C)C	Training	NON-Carcinogen	NON-Carcinogen
607	60348-60-9	O(c1ccc(cc1Br)Br)c2cc(c(cc2Br)Br)Br	Training	NON-Carcinogen	Carcinogen
608	608-93-5	c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
609	76-01-7	C(C(Cl)(Cl)Cl)(Cl)Cl	Training	NON-Carcinogen	Carcinogen
610	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
611	78-11-5	O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
612	109-66-0	CCCCC	Training	NON-Carcinogen	NON-Carcinogen
613	375-73-5	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
614	1763-23-1	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
615	335-67-1	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Test	NON-Carcinogen	Carcinogen
616	52645-53-1	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	NON-Carcinogen	Carcinogen
617	13684-63-4	O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C	Training	NON-Carcinogen	NON-Carcinogen
618	108-95-2	Oc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
619	114-26-1	O=C(Oc1ccccc1(OC(C)C))NC	Training	NON-Carcinogen	NON-Carcinogen
620	92-84-2	c1ccc3c(c1)Nc2ccccc2S3	Test	NON-Carcinogen	Carcinogen
621	103-72-0	C(=Nc1ccccc1)=S	Training	NON-Carcinogen	NON-Carcinogen
622	108-45-2	Nc1cccc(N)c1	Training	NON-Carcinogen	NON-Carcinogen
623	95-54-5	Nc1ccccc1(N)	Training	NON-Carcinogen	NON-Carcinogen
624	106-50-3	Nc1ccc(N)cc1	Training	NON-Carcinogen	NON-Carcinogen
625	90-43-7	Oc1ccccc1c2ccccc2	Test	NON-Carcinogen	NON-Carcinogen
626	298-02-2	O(CC)P(OCC)(=S)SCSCC	Training	NON-Carcinogen	NON-Carcinogen
627	75-44-5	O=C(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
628	732-11-6	O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)	Training	NON-Carcinogen	NON-Carcinogen
629	100-21-0	O=C(O)c1ccc(cc1)C(=O)O	Training	NON-Carcinogen	NON-Carcinogen
630	85-44-9	O=C1OC(=O)c2ccccc12	Test	NON-Carcinogen	NON-Carcinogen
631	1918-02-1	O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
632	96-91-3	O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
633	88-89-1	O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
634	29232-93-7	n1c(OP(OC)(OC)=S)cc(nc1N(CC)CC)C	Training	NON-Carcinogen	NON-Carcinogen
635	29420-49-3	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Test	NON-Carcinogen	NON-Carcinogen
636	67747-09-5	O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC	Training	NON-Carcinogen	NON-Carcinogen
637	26399-36-0	O=[N+]([O-])c1cc(cc(c1N(CCC)CC2CC2)[N+](=O)[O-])C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
638	1610-18-0	n1c(nc(nc1NC(C)C)NC(C)C)OC	Training	NON-Carcinogen	NON-Carcinogen
639	7287-19-6	n1c(nc(nc1NC(C)C)SC)NC(C)C	Training	NON-Carcinogen	NON-Carcinogen
640	1918-16-7	O=C(N(c1ccccc1)C(C)C)CCl	Test	NON-Carcinogen	NON-Carcinogen
641	709-98-8	O=C(Nc1ccc(c(c1)Cl)Cl)CC	Training	NON-Carcinogen	NON-Carcinogen
642	2312-35-8	O=S(OCC#C)OC2CCCCC2(Oc1ccc(cc1)C(C)(C)C)	Training	NON-Carcinogen	NON-Carcinogen
643	107-19-7	C#CCO	Training	NON-Carcinogen	NON-Carcinogen
644	139-40-2	n1c(nc(nc1NC(C)C)Cl)NC(C)C	Training	NON-Carcinogen	NON-Carcinogen
645	122-42-9	O=C(OC(C)C)Nc1ccccc1	Test	NON-Carcinogen	NON-Carcinogen
646	60207-90-1	n1cnn(c1)CC2(OCC(O2)CCC)c3ccc(cc3Cl)Cl	Training	NON-Carcinogen	Carcinogen
647	123-38-6	O=CCC	Training	NON-Carcinogen	NON-Carcinogen
648	103-65-1	c1ccc(cc1)CCC	Training	NON-Carcinogen	NON-Carcinogen
649	115-07-1	C=CC	Training	NON-Carcinogen	Carcinogen
650	57-55-6	OCC(O)C	Test	NON-Carcinogen	NON-Carcinogen
651	6423-43-4	O=[N+]([O-])OCC(O[N+](=O)[O-])C	Training	NON-Carcinogen	NON-Carcinogen
652	1569-02-4	OC(C)COCC	Training	NON-Carcinogen	NON-Carcinogen
653	107-98-2	OC(C)COC	Training	NON-Carcinogen	NON-Carcinogen
654	23950-58-5	O=C(NC(C#C)(C)C)c1cc(cc(c1)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
655	129-00-0	c1cc2ccc3cccc4ccc(c1)c2c34	Test	NON-Carcinogen	Carcinogen
656	110-86-1	n1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
657	13593-03-8	n1cc(nc2ccccc12)OP(OCC)(OCC)=S	Training	NON-Carcinogen	Carcinogen
658	91-22-5	n1cccc2ccccc12	Training	NON-Carcinogen	NON-Carcinogen
659	76578-14-8	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C	Training	NON-Carcinogen	Carcinogen
660	10453-86-8	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Test	NON-Carcinogen	Carcinogen
661	299-84-3	O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
662	83-79-4	O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)	Training	NON-Carcinogen	Carcinogen
663	630-10-4	NC(N)=[Se]	Training	NON-Carcinogen	Carcinogen
664	74051-80-2	O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC)CCC	Training	NON-Carcinogen	NON-Carcinogen
665	122-34-9	n1c(nc(nc1NCC)Cl)NCC	Test	NON-Carcinogen	NON-Carcinogen
666	62476-59-9	O=C(O)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
667	62-74-8	O=C(O)CF	Training	NON-Carcinogen	NON-Carcinogen
668	961-11-5	O=P(OOC)(OOC)OC(=CCl)c1cc(c(cc1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
669	57-24-9	O=C2N6c1ccccc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)	Training	NON-Carcinogen	Carcinogen
670	100-42-5	C=Cc1ccccc1	Test	NON-Carcinogen	NON-Carcinogen
671	126-33-0	O=S1(=O)(CCCC1)	Training	NON-Carcinogen	NON-Carcinogen
672	80-07-9	O=S(=O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	NON-Carcinogen	Carcinogen
673	505-60-2	C(CSCCCl)Cl	Training	NON-Carcinogen	NON-Carcinogen
674	21564-17-0	N#CSCSc2nc1ccccc1s2	Training	NON-Carcinogen	NON-Carcinogen
675	34014-18-1	O=C(NC)N(c1nnc(C(C)(C)C)s1)C	Test	NON-Carcinogen	Carcinogen
676	3383-96-8	O(c1ccc(cc1)Sc2ccc(OP(OC)(OC)=S)cc2)P(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
677	5902-51-2	O=C1NC(=C(C(=O)N1C(C)(C)C)Cl)C	Training	NON-Carcinogen	NON-Carcinogen
678	13071-79-9	O(CC)P(OCC)(=S)SCSC(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
679	886-50-0	n1c(nc(nc1NC(C)(C)C)SC)NCC	Training	NON-Carcinogen	NON-Carcinogen
680	5436-43-1	O(c1ccc(cc1Br)Br)c2ccc(cc2Br)Br	Test	NON-Carcinogen	Carcinogen
681	95-94-3	c1c(c(cc(c1Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
682	58-90-2	Oc1c(cc(c(c1Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
683	5216-25-1	c1cc(ccc1C(Cl)(Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
684	3689-24-5	O(CC)P(OCC)(OP(OCC)(OCC)=S)=S	Training	NON-Carcinogen	NON-Carcinogen
685	811-97-2	FCC(F)(F)F	Test	NON-Carcinogen	NON-Carcinogen
686	109-99-9	O1CCCC1	Training	NON-Carcinogen	NON-Carcinogen
687	30501-43-0	CC1(C)(CCCCC1(C)(C))	Training	NON-Carcinogen	NON-Carcinogen
688	479-45-8	O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])N([N+](=O)[O-])C)[N+](=O)[O-]	Training	NON-Carcinogen	Carcinogen
689	79277-27-3	O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Training	NON-Carcinogen	NON-Carcinogen
690	28249-77-6	O=C(N(CC)CC)SCc1ccc(cc1)Cl	Test	NON-Carcinogen	NON-Carcinogen
691	463-56-9	N#CS	Training	NON-Carcinogen	NON-Carcinogen
692	111-48-8	OCCSCCO	Training	NON-Carcinogen	NON-Carcinogen
693	39196-18-4	O=C(N=C(CSC)C(C)(C)C)ONC	Training	NON-Carcinogen	NON-Carcinogen
694	23564-05-8	O=C(OC)NC(Nc1ccccc1(NC(NC(=O)OC)=S))=S	Training	NON-Carcinogen	NON-Carcinogen
695	137-26-8	C(N(C)C)(=S)SSC(N(C)C)=S	Test	NON-Carcinogen	NON-Carcinogen
696	108-88-3	c1ccc(cc1)C	Training	NON-Carcinogen	NON-Carcinogen
697	95-70-5	Nc1ccc(N)c(c1)C	Training	NON-Carcinogen	NON-Carcinogen
698	823-40-5	Nc1cccc(N)c1C	Training	NON-Carcinogen	NON-Carcinogen
699	106-49-0	Nc1ccc(cc1)C	Training	NON-Carcinogen	NON-Carcinogen
700	66841-25-6	N#CC(OC(=O)C1C(C(C(Br)(Br)Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	NON-Carcinogen	NON-Carcinogen
701	102-76-1	O=C(OCC(OC(=O)C)COC(=O)C)C	Training	NON-Carcinogen	NON-Carcinogen
702	43121-43-3	O=C(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	NON-Carcinogen	Carcinogen
703	2303-17-5	O=C(N(C(C)C)C(C)C)SCC(=C(Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
704	82097-50-5	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl)	Training	NON-Carcinogen	NON-Carcinogen
705	101200-48-0	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)N(c2nc(nc(n2)C)OC)C	Test	NON-Carcinogen	NON-Carcinogen
706	615-54-3	c1cc(c(cc1Br)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
707	118-79-6	Oc1c(cc(cc1Br)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
708	126-73-8	O=P(OCCCC)(OCCCC)OCCCC	Training	NON-Carcinogen	NON-Carcinogen
709	76-13-1	FC(F)(C(F)(Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
710	3380-34-5	Oc2cc(ccc2(Oc1ccc(cc1Cl)Cl))Cl	Test	NON-Carcinogen	Carcinogen
711	76-03-9	O=C(O)C(Cl)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
712	634-93-5	Nc1c(cc(cc1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
713	87-61-6	c1cc(c(c(c1)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
714	120-82-1	c1cc(c(cc1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
715	71-55-6	CC(Cl)(Cl)Cl	Test	NON-Carcinogen	Carcinogen
716	75-69-4	FC(Cl)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
717	95-95-4	Oc1cc(c(cc1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
718	93-76-5	O=C(O)COc1cc(c(cc1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
719	93-72-1	O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C	Training	NON-Carcinogen	NON-Carcinogen
720	598-77-6	CC(C(Cl)Cl)Cl	Test	NON-Carcinogen	Carcinogen
721	96-18-4	C(C(CCl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
722	96-19-5	C(=C(CCl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
723	2077-46-5	c1cc(c(c(c1Cl)C)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
724	2014-83-7	c1cc(c(c(c1)Cl)CCl)Cl	Training	NON-Carcinogen	NON-Carcinogen
725	58138-08-2	O1CC1(c2cc(cc(c2)Cl)Cl)CC(Cl)(Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
726	121-44-8	N(CC)(CC)CC	Training	NON-Carcinogen	NON-Carcinogen
727	112-27-6	OCCOCCOCCO	Training	NON-Carcinogen	NON-Carcinogen
728	420-46-2	FC(F)(F)C	Training	NON-Carcinogen	NON-Carcinogen
729	1582-09-8	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
730	512-56-1	O=P(OC)(OC)OC	Test	NON-Carcinogen	NON-Carcinogen
731	526-73-8	c1cc(c(c(c1)C)C)C	Training	NON-Carcinogen	NON-Carcinogen
732	95-63-6	c1cc(c(cc1C)C)C	Training	NON-Carcinogen	NON-Carcinogen
733	108-67-8	c1c(cc(cc1C)C)C	Training	NON-Carcinogen	NON-Carcinogen
734	25167-70-8	C=C(C)CC(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
735	99-35-4	O=[N+]([O-])c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]	Test	NON-Carcinogen	NON-Carcinogen
736	118-96-7	O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
737	791-28-6	O=P(c1ccccc1)(c2ccccc2)c3ccccc3	Training	NON-Carcinogen	Carcinogen
738	13674-87-8	O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl	Training	NON-Carcinogen	NON-Carcinogen
739	13674-84-5	O=P(OC(C)CCl)(OC(C)CCl)OC(C)CCl	Training	NON-Carcinogen	NON-Carcinogen
740	115-96-8	O=P(OCCCl)(OCCCl)OCCCl	Test	NON-Carcinogen	NON-Carcinogen
741	78-42-2	O=P(OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC	Training	NON-Carcinogen	NON-Carcinogen
742	78-51-3	O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC	Training	NON-Carcinogen	NON-Carcinogen
743	1929-77-7	O=C(N(CCC)CCC)SCCC	Training	NON-Carcinogen	NON-Carcinogen
744	50471-44-8	O=C1OC(C=C)(C(=O)N1c2cc(cc(c2)Cl)Cl)C	Training	NON-Carcinogen	NON-Carcinogen
745	108-05-4	O=C(OC=C)C	Test	NON-Carcinogen	NON-Carcinogen
746	81-81-2	O=C1Oc3ccccc3(C(O)=C1C(c2ccccc2)CC(=O)C)	Training	NON-Carcinogen	NON-Carcinogen
747	106-42-3	c1cc(ccc1C)C	Training	NON-Carcinogen	NON-Carcinogen
748	108-38-3	c1cc(cc(c1)C)C	Training	NON-Carcinogen	NON-Carcinogen
749	95-47-6	c1ccc(c(c1)C)C	Training	NON-Carcinogen	NON-Carcinogen
750	12122-67-7	N(C(=S)S)CCNC(=S)S	Test	NON-Carcinogen	NON-Carcinogen
