Id	CAS	SMILES	Status	Experimental value 	Predicted value 
656	542-56-3	O=NOCC(C)C	Training	Mutagenic	Mutagenic
657	106-92-3	O(CC=C)CC1OC1	Training	Mutagenic	Mutagenic
660	532-27-4	O=C(c1ccccc1)CCl	Training	NON-Mutagenic	Mutagenic
661	100-52-7	O=Cc1ccccc1	Training	NON-Mutagenic	Mutagenic
662	2244-16-8	O=C1C(=CCC(C(=C)C)C1)C	Training	NON-Mutagenic	Mutagenic
663	389-08-2	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	Training	NON-Mutagenic	Mutagenic
664	81-49-2	O=C1c3ccccc3(C(=O)c2c1c(N)c(cc2Br)Br)	Training	Mutagenic	Mutagenic
665	98-85-1	OC(c1ccccc1)C	Training	NON-Mutagenic	NON-Mutagenic
666	298-59-9	O=C(OC)C(c1ccccc1)C2NCCCC2	Training	NON-Mutagenic	NON-Mutagenic
667	75-52-5	O=[N+]([O-])C	Training	NON-Mutagenic	NON-Mutagenic
668	121-54-0	O(c1ccc(cc1)C(C)(C)CC(C)(C)C)CCOCC[N+](C)(C)Cc2ccccc2	Training	NON-Mutagenic	NON-Mutagenic
669	7336-20-1	O=S(=O)([O-])c2cc(N)ccc2(C=Cc1ccc(N)cc1S(=O)(=O)[O-])	Training	NON-Mutagenic	NON-Mutagenic
670	26628-22-8	[N-]=[N+]=[N-]	Training	Mutagenic	Mutagenic
671	75-05-8	N#CC	Training	NON-Mutagenic	NON-Mutagenic
672	77-09-8	O=C3OC(c1ccc(O)cc1)(c2ccc(O)cc2)c4ccccc34	Training	NON-Mutagenic	NON-Mutagenic
673	123-31-9	Oc1ccc(O)cc1	Training	NON-Mutagenic	NON-Mutagenic
676	57-66-9	O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC	Training	NON-Mutagenic	NON-Mutagenic
677	1948-33-0	Oc1ccc(O)c(c1)C(C)(C)C	Training	NON-Mutagenic	NON-Mutagenic
678	2429-74-5	O=S(=O)([O-])c5cc(N)c6c(O)c(N=Nc1ccc(cc1(OC))c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])c(OC)c4)c(cc6(c5))S(=O)(=O)[O-]	Training	Mutagenic	Mutagenic
679	100-02-7	O=[N+]([O-])c1ccc(O)cc1	Training	NON-Mutagenic	Mutagenic
681	8003-22-3	O=C1c4ccccc4(C(=O)C1c2nc3ccccc3(cc2))	Training	Mutagenic	NON-Mutagenic
682	59820-43-8	O=[N+]([O-])c1ccc(c(O)c1)N(CCO)CCO	Training	Mutagenic	Mutagenic
683	108-88-3	c1ccc(cc1)C	Training	NON-Mutagenic	NON-Mutagenic
684	1972-08-3	CC=1CCC2C(C=1)c3c(O)cc(cc3(OC2(C)(C)))CCCCC	Training	NON-Mutagenic	NON-Mutagenic
685	64091-91-4	O=NN(C)CCCC(=O)c1cnccc1	Training	Mutagenic	Mutagenic
688	599-79-1	O=C(O)c3cc(N=Nc1ccc(cc1)S(=O)(=O)Nc2ncccc2)ccc3(O)	Training	NON-Mutagenic	Mutagenic
689	509-14-8	O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	Training	Mutagenic	NON-Mutagenic
690	6533-68-2	O=C(OC1CC3N(C)C(C1)C2OC23)C(c4ccccc4)CO	Training	NON-Mutagenic	Mutagenic
691	612-82-8	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Training	Mutagenic	Mutagenic
692	1300-72-7	O=S(=O)([O-])c1cc(cc(c1)C)C	Training	NON-Mutagenic	NON-Mutagenic
693	604-75-1	O=C1Nc3ccc(cc3(C(=NC1(O))c2ccccc2))Cl	Training	NON-Mutagenic	NON-Mutagenic
695	458-37-7	O=C(C=Cc1ccc(O)c(OC)c1)CC(=O)C=Cc2ccc(O)c(OC)c2	Training	NON-Mutagenic	NON-Mutagenic
696	76-57-3	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	NON-Mutagenic	NON-Mutagenic
699	96-18-4	C(C(CCl)Cl)Cl	Training	Mutagenic	Mutagenic
701	96-13-9	OCC(CBr)Br	Training	Mutagenic	Mutagenic
702	108-30-5	O=C1OC(=O)CC1	Training	NON-Mutagenic	NON-Mutagenic
703	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
704	7782-50-5	ClCl	Training	NON-Mutagenic	NON-Mutagenic
705	84-66-2	O=C(OCC)c1ccccc1(C(=O)OCC)	Training	NON-Mutagenic	NON-Mutagenic
706	28407-37-6	O=S(=O)([O-])c5cc(N)c6c(O)c(N=NC=1C=CC(=[C-]C=1(O))c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])c(O)c4)c(cc6(c5))S(=O)(=O)[O-]	Training	NON-Mutagenic	Mutagenic
707	147-47-7	c1ccc2c(c1)NC(C=C2C)(C)C	Training	NON-Mutagenic	NON-Mutagenic
708	30516-87-1	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Training	Mutagenic	Mutagenic
711	7487-94-7	Cl[Hg]Cl	Training	NON-Mutagenic	NON-Mutagenic
715	133-06-2	O=C1N(C(=O)C2CC=CCC12)SC(Cl)(Cl)Cl	Training	Mutagenic	NON-Mutagenic
716	115-29-7	O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
717	107-05-1	C=CCCl	Training	Mutagenic	Mutagenic
718	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
719	6358-85-6	O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C	Training	NON-Mutagenic	NON-Mutagenic
720	320-67-2	O=C1N=C(N=CN1C2OC(CO)C(O)C2(O))N	Training	Mutagenic	NON-Mutagenic
721	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	Mutagenic	Mutagenic
722	98-96-4	O=C(N)c1nccnc1	Training	NON-Mutagenic	NON-Mutagenic
723	1918-02-1	O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
725	58-14-0	n1c(nc(c(c1N)c2ccc(cc2)Cl)CC)N	Training	NON-Mutagenic	Mutagenic
726	1836-75-5	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	Mutagenic	Mutagenic
727	8001-35-2	C2C1C(C(C(CCl)(C1(CCl)C(Cl)Cl)C2(Cl)Cl)Cl)Cl	Training	Mutagenic	Mutagenic
728	13366-73-9	O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl	Training	Mutagenic	Mutagenic
729	76-06-2	O=[N+]([O-])C(Cl)(Cl)Cl	Training	Mutagenic	NON-Mutagenic
732	140-56-7	O=S(=O)([O-])N=Nc1ccc(cc1)N(C)C	Training	Mutagenic	Mutagenic
733	13463-67-7	O=[Ti]=O	Training	NON-Mutagenic	NON-Mutagenic
734	10043-35-3	OB(O)O	Training	NON-Mutagenic	NON-Mutagenic
736	128-66-5	O=C3c1ccccc1c4ccc5C(=O)c2ccccc2c6ccc3c4c56	Training	NON-Mutagenic	Mutagenic
737	75-69-4	FC(Cl)(Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
738	1067-33-0	O=C(O[Sn](OC(=O)C)(CCCC)CCCC)C	Training	NON-Mutagenic	NON-Mutagenic
739	756-79-6	O=P(OC)(OC)C	Training	NON-Mutagenic	Mutagenic
740	7772-99-8	Cl[Sn]Cl	Training	NON-Mutagenic	NON-Mutagenic
741	148-18-5	CCN(C(=S)S)CC	Training	NON-Mutagenic	NON-Mutagenic
742	113-92-8	CN(C)CCC(c1ncccc1)c2ccc(cc2)Cl	Training	NON-Mutagenic	NON-Mutagenic
743	77-79-2	O=S1(=O)(CC=CC1)	Training	NON-Mutagenic	NON-Mutagenic
744	76-87-9	O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3	Training	NON-Mutagenic	NON-Mutagenic
745	7446-34-6	S=[Se]	Training	Mutagenic	NON-Mutagenic
748	309-00-2	C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
749	26148-68-5	n1c(N)ccc3c1[nH]c2ccccc23	Training	Mutagenic	Mutagenic
750	869-01-2	O=NN(C(=O)N)CCCC	Training	Mutagenic	Mutagenic
751	50-29-3	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
752	68-89-3	O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)[O-]	Training	Mutagenic	Mutagenic
753	140-67-0	O(c1ccc(cc1)CC=C)C	Training	NON-Mutagenic	Mutagenic
754	135-23-9	n1ccccc1N(Cc2cccs2)CCN(C)C	Training	NON-Mutagenic	NON-Mutagenic
755	838-88-0	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	Mutagenic	Mutagenic
756	33868-17-6	N#CN(N=O)C	Training	Mutagenic	Mutagenic
759	315-22-0	O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(O)(C)C1C)C23	Training	NON-Mutagenic	Mutagenic
760	75411-83-5	O=CN(C)CC(O)C	Training	Mutagenic	NON-Mutagenic
761	61034-40-0	O=NN2CC(N(C(=O)c1ccccc1)C(C)C2)C	Training	NON-Mutagenic	Mutagenic
763	42011-48-3	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C(F)(F)F	Training	Mutagenic	Mutagenic
764	116355-83-0	O=C(O)CC(CC(=O)OC(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)C(OC(=O)CC(C(=O)O)CC(=O)O)C(C)CCCC)C(=O)O	Training	NON-Mutagenic	NON-Mutagenic
765	126-98-7	N#CC(=C)C	Training	NON-Mutagenic	NON-Mutagenic
766	99-99-0	O=[N+]([O-])c1ccc(cc1)C	Training	NON-Mutagenic	Mutagenic
768	80-07-9	O=S(=O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	NON-Mutagenic	NON-Mutagenic
769	302-17-0	OC(O)C(Cl)(Cl)Cl	Training	Mutagenic	NON-Mutagenic
770	88-72-2	O=[N+]([O-])c1ccccc1C	Training	NON-Mutagenic	Mutagenic
771	1314-62-1	O=[V](=O)O[V](=O)=O	Training	NON-Mutagenic	NON-Mutagenic
772	23246-96-0	O=C1OC3CCN2CC=C(COC(=O)C(O)(C(=C)CC1(=CC))CO)C23	Training	Mutagenic	Mutagenic
773	142-83-6	O=CC=CC=CC	Training	Mutagenic	Mutagenic
774	107-02-8	O=CC=C	Training	Mutagenic	Mutagenic
775	107-29-9	ON=CC	Training	NON-Mutagenic	NON-Mutagenic
781	79-10-7	O=C(O)C=C	Training	NON-Mutagenic	NON-Mutagenic
782	628-94-4	O=C(N)CCCCC(=O)N	Training	NON-Mutagenic	NON-Mutagenic
783	3688-53-7	O=C(N)C(=Cc1oc(cc1)[N+](=O)[O-])c2occc2	Training	Mutagenic	Mutagenic
784	29611-03-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(O)CC5	Training	Mutagenic	Mutagenic
790	4180-23-8	O(c1ccc(cc1)C=CC)C	Training	NON-Mutagenic	NON-Mutagenic
791	1912-24-9	n1c(nc(nc1NC(C)C)Cl)NCC	Training	NON-Mutagenic	Mutagenic
796	88133-11-3	n2c[nH][n+]3c(nc(c1ccccc1)c(c23)CCOCC)N	Training	NON-Mutagenic	Mutagenic
797	64896-26-0	O=C(O)c2ccc(N=Nc1ccc(O)c(c1)C(=O)O)cc2	Training	NON-Mutagenic	Mutagenic
798	65-85-0	O=C(O)c1ccccc1	Training	NON-Mutagenic	NON-Mutagenic
799	91-76-9	n1c(nc(nc1N)c2ccccc2)N	Training	NON-Mutagenic	Mutagenic
800	98-07-7	c1ccc(cc1)C(Cl)(Cl)Cl	Training	Mutagenic	NON-Mutagenic
801	92-52-4	c1ccc(cc1)c2ccccc2	Training	NON-Mutagenic	NON-Mutagenic
805	2519-30-4	O=C(Nc4ccc(c5cc(c(N=Nc2ccc(N=Nc1ccc(cc1)S(=O)(=O)O)c3ccc(cc23)S(=O)(=O)O)c(O)c45)S(=O)(=O)O)S(=O)(=O)O)C	Training	NON-Mutagenic	NON-Mutagenic
806	3844-45-9	O=S(=O)([O-])c1cccc(c1)C[N+](=C2C=CC(C=C2)=C(c3ccc(cc3)N(Cc4cccc(c4)S(=O)(=O)O)CC)c5ccccc5S(=O)(=O)O)CC	Training	NON-Mutagenic	NON-Mutagenic
807	860-22-0	O=C1c4cc(ccc4(NC1=C2Nc3ccc(cc3(C2(=O)))S(=O)(=O)O))S(=O)(=O)O	Training	NON-Mutagenic	Mutagenic
809	88-85-7	O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]	Training	NON-Mutagenic	Mutagenic
812	98-54-4	Oc1ccc(cc1)C(C)(C)C	Training	NON-Mutagenic	NON-Mutagenic
813	331-39-5	O=C(O)C=Cc1ccc(O)c(O)c1	Training	NON-Mutagenic	NON-Mutagenic
814	58-08-2	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	NON-Mutagenic	NON-Mutagenic
815	814-80-2	O=C(O)C(O)C	Training	NON-Mutagenic	NON-Mutagenic
816	404-86-4	O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C	Training	Mutagenic	NON-Mutagenic
817	120-80-9	Oc1ccccc1(O)	Training	NON-Mutagenic	NON-Mutagenic
818	97-00-7	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl	Training	Mutagenic	Mutagenic
819	75-88-7	FC(F)(F)CCl	Training	NON-Mutagenic	Mutagenic
820	107-20-0	O=CCCl	Training	Mutagenic	Mutagenic
821	75-45-6	FC(F)Cl	Training	Mutagenic	Mutagenic
826	54749-90-5	O=NN(C(=O)NC(C=O)C(O)C(O)C(O)CO)CCCl	Training	Mutagenic	Mutagenic
829	77-92-9	O=C(O)CC(O)(C(=O)O)CC(=O)O	Training	NON-Mutagenic	NON-Mutagenic
830	518-75-2	O=C(O)C=2C(=O)C(=C1C(=COC(C)C1C)C=2(O))C	Training	NON-Mutagenic	Mutagenic
831	477-30-5	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC)	Training	NON-Mutagenic	Mutagenic
833	95-33-0	n2c1ccccc1sc2SNC3CCCCC3	Training	NON-Mutagenic	NON-Mutagenic
834	108-91-8	NC1CCCCC1	Training	NON-Mutagenic	NON-Mutagenic
836	53-43-0	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Training	NON-Mutagenic	NON-Mutagenic
837	52918-63-5	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-Mutagenic	NON-Mutagenic
839	538-41-0	N(=Nc1ccc(N)cc1)c2ccc(N)cc2	Training	Mutagenic	Mutagenic
840	785-30-8	O=C(Nc1ccc(N)cc1)c2ccc(N)cc2	Training	Mutagenic	Mutagenic
841	439-14-5	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Training	NON-Mutagenic	NON-Mutagenic
843	87-56-9	O=CC(=C(C(=O)O)Cl)Cl	Training	Mutagenic	Mutagenic
844	117-80-6	O=C1c2ccccc2(C(=O)C(=C1Cl)Cl)	Training	Mutagenic	Mutagenic
845	99-30-9	O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl	Training	Mutagenic	Mutagenic
846	79-43-6	O=C(O)C(Cl)Cl	Training	Mutagenic	Mutagenic
848	75-71-8	FC(F)(Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
849	120-36-5	O=C(O)C(Oc1ccc(cc1Cl)Cl)C	Training	NON-Mutagenic	NON-Mutagenic
851	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
853	94-11-1	O=C(OC(C)C)COc1ccc(cc1Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
854	330-54-1	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C	Training	NON-Mutagenic	NON-Mutagenic
857	60-57-1	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	Mutagenic
859	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
860	111-46-6	OCCOCCO	Training	NON-Mutagenic	NON-Mutagenic
867	65176-75-2	O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	Mutagenic	Mutagenic
869	551-92-8	O=[N+]([O-])c1cnc(n1C)C	Training	Mutagenic	Mutagenic
872	25962-77-0	O=[N+]([O-])c2oc(C=Cc1nnc(N=CN(C)C)o1)cc2	Training	Mutagenic	Mutagenic
874	58-15-1	O=C2C(=C(N(N2(c1ccccc1))C)C)N(C)C	Training	NON-Mutagenic	Mutagenic
875	108-01-0	OCCN(C)C	Training	NON-Mutagenic	NON-Mutagenic
876	142713-78-8	O=NCCN(C(=O)N)CCN(C)C	Training	Mutagenic	NON-Mutagenic
877	57-97-6	c1ccc2c(c1)ccc4c2c(c3ccccc3c4C)C	Training	Mutagenic	Mutagenic
882	51-28-5	O=[N+]([O-])c1ccc(O)c(c1)[N+](=O)[O-]	Training	NON-Mutagenic	Mutagenic
883	101-25-7	O=NN1CN2CN(C=O)CN(C1)C2	Training	Mutagenic	Mutagenic
886	13256-06-9	O=NN(CCCCC)CCCCC	Training	Mutagenic	Mutagenic
887	74-31-7	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	NON-Mutagenic	NON-Mutagenic
889	102-09-0	O=C(Oc1ccccc1)Oc2ccccc2	Training	NON-Mutagenic	NON-Mutagenic
