Id	CAS	SMILES	Status	Experimental value 	Predicted value 
566	119-61-9	O=C(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
567	120-82-1	Clc1cc(Cl)c(Cl)cc1	Training	NON-active	NON-active
568	121-32-4	CCOc1cc(C=O)ccc1O	Training	NON-active	NON-active
569	121-33-5	COc1cc(C=O)ccc1O	Training	NON-active	NON-active
570	122-39-4	c1ccccc1Nc1ccccc1	Training	NON-active	NON-active
571	122-99-6	OCCOc1ccccc1	Training	NON-active	NON-active
572	123-07-9	CCc1ccc(O)cc1	Training	NON-active	NON-active
573	123-66-0	CCCCCC(=O)OCC	Training	NON-active	NON-active
574	124-22-1	CCCCCCCCCCCCN	Training	NON-active	NON-active
575	126-73-8	CCCCOP(=O)(OCCCC)OCCCC	Training	NON-active	NON-active
576	134-62-3	Cc1cc(ccc1)C(=O)N(CC)CC	Training	NON-active	NON-active
577	140-31-8	NCCN1CCNCC1	Training	NON-active	NON-active
578	141-43-5	NCCO	Training	NON-active	NON-active
579	143-08-8	CCCCCCCCCO	Training	NON-active	NON-active
580	150-78-7	COc1ccc(cc1)OC	Training	NON-active	NON-active
581	298-04-4	CCSCCSP(=S)(OCC)OCC	Training	NON-active	NON-active
582	314-40-9	CC1NC(=O)N(C(C)CC)C(=O)C=1Br	Training	NON-active	NON-active
583	499-83-2	OC(=O)c1cccc([n]1)C(O)=O	Training	NON-active	NON-active
584	525-82-6	O=C1C=C(Oc2ccccc21)c1ccccc1	Training	NON-active	NON-active
585	527-60-6	Cc1cc(C)c(O)c(C)c1	Training	NON-active	NON-active
586	540-88-5	CC(=O)OC(C)(C)C	Training	NON-active	NON-active
587	541-73-1	Clc1cc(Cl)ccc1	Training	NON-active	NON-active
588	645-56-7	CCCc1ccc(O)cc1	Training	NON-active	NON-active
589	706-14-9	CCCCCCC1CCC(=O)O1	Training	NON-active	NON-active
590	760-23-6	C=CC(Cl)CCl	Training	NON-active	NON-active
591	818-61-1	C=CC(=O)OCCO	Training	NON-active	NON-active
592	928-96-1	CCC=CCCO	Training	NON-active	NON-active
593	1689-84-5	N#Cc1cc(Br)c(O)c(Br)c1	Training	NON-active	NON-active
594	2016-57-1	CCCCCCCCCCN	Training	NON-active	NON-active
595	2104-64-5	CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1	Training	NON-active	NON-active
596	2176-62-7	Clc1c(Cl)c(Cl)[n]c(Cl)c1Cl	Training	NON-active	NON-active
597	2416-94-6	Cc1ccc(C)c(O)c1C	Training	NON-active	NON-active
598	7212-44-4	CC(C)=CCCC(C)=CCCC(C)(O)C=C	Training	NON-active	NON-active
599	13071-79-9	CC(C)(C)SCSP(=S)(OCC)OCC	Training	NON-active	NON-active
600	39905-57-2	CCCCCCOc1ccc(N)cc1	Training	NON-active	NON-active
601	52645-53-1	CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1	Training	NON-active	NON-active
602	446-72-0	Oc1cc(O)cc2OC=C(C(=O)c12)c1ccc(O)cc1	Training	NON-active	NON-active
603	486-66-8	Oc1ccc(cc1)C1=COc2cc(O)ccc2C1=O	Training	NON-active	NON-active
604	1806-26-4	CCCCCCCCc1ccc(O)cc1	Training	NON-active	NON-active
605	1610-18-0	COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1	Training	NON-active	NON-active
606	491-80-5	COc1ccc(cc1)C1=COc2cc(O)cc(O)c2C1=O	Training	NON-active	NON-active
607	480-40-0	Oc1cc(O)cc2OC(=CC(=O)c12)c1ccccc1	Training	NON-active	NON-active
608	131-57-7	COc1cc(O)c(cc1)C(=O)c1ccccc1	Training	NON-active	NON-active
609	80-09-1	Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1	Training	NON-active	NON-active
610	73-31-4	CC(=O)NCCc1c[nH]c2ccc(cc12)OC	Training	NON-active	NON-active
611	101-77-9	Nc1ccc(Cc2ccc(N)cc2)cc1	Training	NON-active	NON-active
612	N.A.	Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl	Training	NON-active	NON-active
613	131-11-3	COC(=O)c1ccccc1C(=O)OC	Training	NON-active	NON-active
614	104-51-8	CCCCc1ccccc1	Training	NON-active	NON-active
615	90-00-6	CCc1ccccc1O	Training	NON-active	NON-active
616	620-17-7	CCc1cccc(O)c1	Training	NON-active	NON-active
617	1570-64-5	Cc1cc(Cl)ccc1O	Training	NON-active	NON-active
618	59-30-3	NC1Nc2[n]cc(CNc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)[n]c2C(=O)N=1	Training	NON-active	NON-active
619	84-69-5	CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C	Training	NON-active	NON-active
620	1085-12-7	CCCCCCCOC(=O)c1ccc(O)cc1	Training	NON-active	NON-active
621	50-35-1	O=C1CCC(C(=O)N1)N1C(=O)c2ccccc2C1=O	Training	NON-active	NON-active
622	94-18-8	Oc1ccc(cc1)C(=O)OCc1ccccc1	Training	NON-active	NON-active
623	94-13-3	CCCOC(=O)c1ccc(O)cc1	Training	NON-active	NON-active
624	120-47-8	CCOC(=O)c1ccc(O)cc1	Training	NON-active	NON-active
625	99-76-3	COC(=O)c1ccc(O)cc1	Training	NON-active	NON-active
626	54-62-6	Nc1[n]c2[n]cc(CNc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)[n]c2c(N)[n]1	Training	NON-active	NON-active
627	125-84-8	CCC1(CCC(=O)NC1=O)c1ccc(N)cc1	Training	NON-active	NON-active
628	120511-73-1	CC(C)(C#N)c1cc(C[n]2c[n]c[n]2)cc(c1)C(C)(C)C#N	Training	NON-active	NON-active
629	29122-68-7	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	Training	NON-active	NON-active
630	58-85-5	OC(=O)CCCCC1SCC2NC(=O)NC21	Training	NON-active	NON-active
631	298-46-4	NC(=O)N1c2ccccc2C=Cc2ccccc12	Training	NON-active	NON-active
632	1260-17-9	Cc1c(c(O)cc2c1C(=O)c1c(C2=O)c(O)c(O)c(C2OC(CO)C(O)C(O)C2O)c1O)C(O)=O	Training	NON-active	NON-active
633	4291-63-8	Nc1[n]c(Cl)[n]c2c1[n]c[n]2C1CC(O)C(CO)O1	Training	NON-active	NON-active
634	69655-05-6	OCC1CCC(O1)[n]1c[n]c2C(=O)NC=Nc12	Training	NON-active	NON-active
635	20830-75-5	CC12CCC(CC1CCC1C2CC(O)C2(C)C(CCC21O)C1COC(=O)C=1)OC1CC(O)C(OC2CC(O)C(OC3CC(O)C(O)C(C)O3)C(C)O2)C(C)O1	Training	NON-active	NON-active
636	577-11-7	CCC(COC(=O)CC(C(=O)OCC(CCCC)CC)S(O)(=O)=O)CCCC	Training	Active	NON-active
637	114-07-8	COC1(C)CC(OC2C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC(C)(O)C(OC3OC(C)CC(C3O)N(C)C)C2C)OC(C)C1O	Training	NON-active	NON-active
638	90-05-1	COc1ccccc1O	Training	NON-active	NON-active
639	96-83-3	CCC(Cc1c(I)cc(I)c(N)c1I)C(O)=O	Training	NON-active	NON-active
640	50-21-5	CC(O)C(O)=O	Training	NON-active	NON-active
641	63-42-3	OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O	Training	NON-active	NON-active
642	6893-02-3	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O	Training	NON-active	NON-active
643	N.A.	OC(CO)C(O)C(O)C(O)CO	Training	NON-active	NON-active
644	2078-54-8	CC(C)c1cccc(C(C)C)c1O	Training	NON-active	NON-active
645	N.A.	Cc1[n]cc(CO)c(CO)c1O	Training	NON-active	NON-active
646	110-15-6	OC(=O)CCC(O)=O	Training	NON-active	NON-active
647	87-69-4	OC(=O)C(O)C(O)C(O)=O	Training	NON-active	NON-active
648	60-54-8	CC1(O)C2CC3C(C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)c2c1cccc2O)N(C)C	Training	NON-active	NON-active
649	154-42-7	NC1NC(=S)c2[nH]c[n]c2N=1	Training	NON-active	NON-active
650	77-86-1	NC(CO)(CO)CO	Training	NON-active	NON-active
651	99-66-1	CCCC(CCC)C(O)=O	Training	NON-active	NON-active
652	N.A.	CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1	Training	NON-active	NON-active
653	58-86-6	OC1COC(O)C(O)C1O	Training	NON-active	NON-active
654	99-99-0	Cc1ccc(cc1)[N+]([O-])=O	Training	NON-active	NON-active
655	3056-17-5	CC1=CN(C2C=CC(CO)O2)C(=O)NC1=O	Training	NON-active	NON-active
656	4098-71-9	CC1(C)CC(CC(C)(C1)CN=C=O)N=C=O	Training	NON-active	NON-active
657	208-96-8	c1ccc2C=Cc3cccc1c32	Training	NON-active	NON-active
658	30560-19-1	COP(=O)(NC(C)=O)SC	Training	NON-active	NON-active
659	1646-88-4	CNC(=O)ON=CC(C)(C)S(C)(=O)=O	Training	NON-active	NON-active
660	834-12-8	CCNc1[n]c(NC(C)C)[n]c([n]1)SC	Training	NON-active	NON-active
661	90-04-0	COc1ccccc1N	Training	NON-active	NON-active
662	120-12-7	c1c2ccccc2cc2ccccc21	Training	NON-active	NON-active
663	74115-24-5	Clc1ccccc1-c1[n][n]c([n][n]1)-c1ccccc1Cl	Training	NON-active	NON-active
664	76578-14-8	CCOC(=O)C(C)Oc1ccc(cc1)Oc1c[n]c2cc(Cl)ccc2[n]1	Training	NON-active	NON-active
665	3337-71-1	COC(=O)NS(=O)(=O)c1ccc(N)cc1	Training	NON-active	NON-active
666	43121-43-3	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1	Training	NON-active	NON-active
667	1861-40-1	CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	Training	NON-active	NON-active
668	17804-35-2	CCCCNC(=O)[n]1c(NC(=O)OC)[n]c2ccccc12	Training	NON-active	NON-active
669	25057-89-0	CC(C)N1C(=O)c2ccccc2NS1(=O)=O	Training	NON-active	NON-active
670	141-66-2	CC(=CC(=O)N(C)C)OP(=O)(OC)OC	Training	NON-active	NON-active
671	101-55-3	Brc1ccc(cc1)Oc1ccccc1	Training	NON-active	NON-active
672	2008-41-5	CCSC(=O)N(CC(C)C)CC(C)C	Training	NON-active	NON-active
673	5234-68-4	CC1OCCSC=1C(=O)Nc1ccccc1	Training	NON-active	NON-active
674	95-49-8	Cc1ccccc1Cl	Training	NON-active	NON-active
675	21725-46-2	CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1	Training	NON-active	NON-active
676	108-91-8	NC1CCCCC1	Training	NON-active	NON-active
677	52315-07-8	CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1	Training	NON-active	NON-active
678	66215-27-8	Nc1[n]c(NC2CC2)[n]c(N)[n]1	Training	NON-active	NON-active
679	1861-32-1	COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC	Training	NON-active	NON-active
680	39515-41-8	CC1(C)C(C(=O)OC(C#N)c2cc(ccc2)Oc2ccccc2)C1(C)C	Training	NON-active	NON-active
681	1918-00-9	COc1c(C(O)=O)c(Cl)ccc1Cl	Training	NON-active	NON-active
682	156-60-5	ClC=CCl	Training	NON-active	NON-active
683	94-82-6	OC(=O)CCCOc1ccc(Cl)cc1Cl	Training	NON-active	NON-active
684	64-67-5	CCOS(=O)(=O)OCC	Training	NON-active	NON-active
685	311-45-5	CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC	Training	NON-active	NON-active
686	43222-48-6	C[n]1c(cc(-c2ccccc2)[n+]1C)-c1ccccc1	Training	NON-active	NON-active
687	35367-38-5	O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F	Training	NON-active	NON-active
688	1445-75-6	CP(=O)(OC(C)C)OC(C)C	Training	NON-active	NON-active
689	55290-64-7	CC1=C(C)S(=O)(=O)CCS1(=O)=O	Training	NON-active	NON-active
690	77-78-1	COS(=O)(=O)OC	Training	NON-active	NON-active
691	124-40-3	CNC	Training	NON-active	NON-active
692	95-65-8	Cc1cc(O)ccc1C	Training	NON-active	NON-active
693	576-26-1	Cc1cccc(C)c1O	Training	NON-active	NON-active
694	99-65-0	[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O	Training	NON-active	NON-active
695	957-51-7	CN(C)C(=O)C(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
696	16672-87-0	OP(O)(=O)CCCl	Training	NON-active	NON-active
697	563-12-2	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	Training	NON-active	NON-active
698	110-80-5	CCOCCO	Training	NON-active	NON-active
699	759-94-4	CCSC(=O)N(CCC)CCC	Training	NON-active	NON-active
700	111-76-2	CCCCOCCO	Training	NON-active	NON-active
701	22224-92-6	Cc1cc(ccc1SC)OP(=O)(NC(C)C)OCC	Training	NON-active	NON-active
702	59756-60-4	CN1C=C(C(=O)C(=C1)c1ccccc1)c1cc(ccc1)C(F)(F)F	Training	NON-active	NON-active
703	66332-96-5	CC(C)Oc1cc(ccc1)NC(=O)c1ccccc1C(F)(F)F	Training	NON-active	NON-active
704	72178-02-0	CS(=O)(=O)NC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F	Training	NON-active	NON-active
705	69806-40-2	COC(=O)C(C)Oc1ccc(cc1)Oc1[n]cc(cc1Cl)C(F)(F)F	Training	NON-active	NON-active
706	79277-27-3	Cc1[n]c(NC(=O)NS(=O)(=O)c2cc[s]c2C(=O)OC)[n]c([n]1)OC	Training	NON-active	NON-active
707	822-06-0	O=C=NCCCCCCN=C=O	Training	NON-active	NON-active
708	51235-04-2	CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C	Training	NON-active	NON-active
709	81335-37-7	CC(C)C1(C)N=C(NC1=O)c1[n]c2ccccc2cc1C(O)=O	Training	NON-active	NON-active
710	36734-19-7	CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O	Training	NON-active	NON-active
711	82558-50-7	CC(CC)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)o[n]1	Training	NON-active	NON-active
712	77501-63-4	CCOC(=O)C(C)OC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F	Training	NON-active	NON-active
713	24307-26-4	C[N+]1(C)CCCCC1	Training	NON-active	NON-active
714	78-48-8	CCCCSP(=O)(SCCCC)SCCCC	Training	NON-active	NON-active
715	126-98-7	CC(=C)C#N	Training	NON-active	NON-active
716	10265-92-6	COP(N)(=O)SC	Training	NON-active	NON-active
717	109-86-4	COCCO	Training	NON-active	NON-active
718	94-81-5	Cc1cc(Cl)ccc1OCCCC(O)=O	Training	NON-active	NON-active
719	93-65-2	Cc1cc(Cl)ccc1OC(C)C(O)=O	Training	NON-active	NON-active
720	N.A.	Cc1cc(Cl)ccc1OCC(O)=O	Training	NON-active	NON-active
721	108-39-4	Cc1cc(O)ccc1	Training	NON-active	NON-active
722	21087-64-9	CSC1=NN=C(C(=O)N1N)C(C)(C)C	Training	NON-active	NON-active
723	2212-67-1	CCSC(=O)N1CCCCCC1	Training	NON-active	NON-active
724	1929-82-4	Clc1cccc([n]1)C(Cl)(Cl)Cl	Training	NON-active	NON-active
725	27314-13-2	CNC1C=NN(C(=O)C=1Cl)c1cc(ccc1)C(F)(F)F	Training	NON-active	NON-active
726	42874-03-3	CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F	Training	NON-active	NON-active
727	13684-63-4	Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC	Training	NON-active	NON-active
728	732-11-6	COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O	Training	NON-active	NON-active
729	29232-93-7	Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC	Training	NON-active	NON-active
730	7287-19-6	CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1	Training	NON-active	NON-active
731	1569-02-4	CCOCC(C)O	Training	NON-active	NON-active
732	107-98-2	COCC(C)O	Training	NON-active	NON-active
733	81335-77-5	CCc1cc(C(O)=O)c([n]c1)C1NC(=O)C(C)(N=1)C(C)C	Training	NON-active	NON-active
734	74051-80-2	CC(CC1CC(O)=C(C(=O)C1)C(CCC)=NOCC)SCC	Training	NON-active	NON-active
735	N.A.	OC(=O)CF	Training	NON-active	NON-active
736	34014-18-1	CNC(=O)N(C)c1[n][n]c([s]1)C(C)(C)C	Training	NON-active	NON-active
737	5902-51-2	CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C	Training	NON-active	NON-active
738	95-94-3	Clc1cc(Cl)c(Cl)cc1Cl	Training	NON-active	NON-active
739	28249-77-6	CCN(CC)C(=O)SCc1ccc(Cl)cc1	Training	NON-active	NON-active
740	23564-05-8	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC	Training	NON-active	NON-active
741	112-50-5	CCOCCOCCOCCO	Training	NON-active	NON-active
742	1929-77-7	CCCSC(=O)N(CCC)CCC	Training	NON-active	NON-active
743	64-19-7	CC(O)=O	Training	NON-active	NON-active
744	1646-75-9	CSC(C)(C)CN=O	Training	NON-active	NON-active
745	25956-17-6	Cc1cc(N=Nc2c3ccc(cc3ccc2O)S(O)(=O)=O)c(cc1S(O)(=O)=O)OC	Training	NON-active	NON-active
746	60-09-3	Nc1ccc(cc1)N=Nc1ccccc1	Training	NON-active	NON-active
747	150-13-0	Nc1ccc(cc1)C(O)=O	Training	NON-active	NON-active
748	2835-95-2	Cc1ccc(N)cc1O	Training	NON-active	NON-active
749	1143-38-0	Oc1cccc2Cc3cccc(O)c3C(=O)c12	Training	NON-active	NON-active
750	123-77-3	NC(=O)N=NC(N)=O	Training	NON-active	NON-active
751	95-16-9	c1[n]c2ccccc2[s]1	Training	NON-active	NON-active
752	118-58-1	Oc1ccccc1C(=O)OCc1ccccc1	Training	NON-active	NON-active
753	111-96-6	COCCOCCOC	Training	NON-active	NON-active
754	52-51-7	[O-][N+](=O)C(Br)(CO)CO	Training	NON-active	NON-active
755	627-18-9	OCCCBr	Training	NON-active	NON-active
756	110-69-0	CCCCN=O	Training	NON-active	NON-active
757	110-63-4	OCCCCO	Training	NON-active	NON-active
758	141-32-2	CCCCOC(=O)C=C	Training	NON-active	NON-active
759	75-64-9	CC(C)(C)N	Training	NON-active	NON-active
760	2426-08-6	CCCCOCC1CO1	Training	NON-active	NON-active
761	614-45-9	CC(C)(C)OOC(=O)c1ccccc1	Training	NON-active	NON-active
762	98-51-1	Cc1ccc(cc1)C(C)(C)C	Training	NON-active	NON-active
763	464-49-3	CC1(C)C2CC(=O)C1(C)CC2	Training	NON-active	NON-active
764	10605-21-7	COC(=O)Nc1[nH]c2ccccc2[n]1	Training	NON-active	NON-active
765	2675-77-6	COc1cc(Cl)c(cc1Cl)OC	Training	NON-active	NON-active
766	106-43-4	Cc1ccc(Cl)cc1	Training	NON-active	NON-active
767	98-56-6	FC(F)(F)c1ccc(Cl)cc1	Training	NON-active	NON-active
768	5392-40-5	CC(C)=CCCC(C)=CC=O	Training	NON-active	NON-active
769	80-15-9	CC(C)(OO)c1ccccc1	Training	NON-active	NON-active
770	108-80-5	Oc1[n]c(O)[n]c(O)[n]1	Training	NON-active	NON-active
771	6055-19-2	O=P1(NCCCO1)N(CCCl)CCCl	Training	NON-active	NON-active
772	69-74-9	NC1C=CN(C2OC(CO)C(O)C2O)C(=O)N=1	Training	NON-active	NON-active
773	124-18-5	CCCCCCCCCC	Training	NON-active	NON-active
774	123-42-2	CC(=O)CC(C)(C)O	Training	NON-active	NON-active
775	124-09-4	NCCCCCCN	Training	NON-active	NON-active
776	496-72-0	Cc1cc(N)c(N)cc1	Training	NON-active	NON-active
777	3252-43-5	N#CC(Br)Br	Training	NON-active	NON-active
778	110-05-4	CC(C)(C)OOC(C)(C)C	Training	NON-active	NON-active
779	118-52-5	CC1(C)C(=O)N(Cl)C(=O)N1Cl	Training	NON-active	NON-active
780	80-07-9	O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	Training	NON-active	NON-active
781	N.A.	O=C1N(Cl)C(=O)NC(=O)N1Cl	Training	NON-active	NON-active
782	583-78-8	Oc1cc(Cl)ccc1Cl	Training	NON-active	NON-active
783	96-23-1	OC(CCl)CCl	Training	NON-active	NON-active
784	98-87-3	ClC(Cl)c1ccccc1	Training	NON-active	NON-active
785	80-43-3	CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1	Training	NON-active	NON-active
786	101-83-7	C1CCCCC1NC1CCCCC1	Training	NON-active	NON-active
787	77-73-6	C1C=CC2C3CC(C=C3)C21	Training	NON-active	NON-active
788	111-77-3	COCCOCCO	Training	NON-active	NON-active
789	111-40-0	NCCNCCN	Training	NON-active	NON-active
790	122-62-3	CCCCC(COC(=O)CCCCCCCCC(=O)OCC(CCCC)CC)CC	Training	NON-active	NON-active
791	84-75-3	CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC	Training	NON-active	NON-active
792	108-83-8	CC(C)CC(=O)CC(C)C	Training	NON-active	NON-active
793	627-93-0	COC(=O)CCCCC(=O)OC	Training	NON-active	NON-active
794	99-07-0	CN(C)c1cccc(O)c1	Training	NON-active	NON-active
795	109-55-7	CN(C)CCCN	Training	NON-active	NON-active
796	78-63-7	CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C	Training	NON-active	NON-active
797	1119-40-0	COC(=O)CCCC(=O)OC	Training	NON-active	NON-active
798	83-41-0	Cc1cccc(c1C)[N+]([O-])=O	Training	NON-active	NON-active
799	99-51-4	Cc1cc(ccc1C)[N+]([O-])=O	Training	NON-active	NON-active
800	89-87-2	Cc1cc(C)c(cc1)[N+]([O-])=O	Training	NON-active	NON-active
801	140-95-4	OCNC(=O)NCO	Training	NON-active	NON-active
802	526-75-0	Cc1cccc(O)c1C	Training	NON-active	NON-active
803	95-87-4	Cc1cc(O)c(C)cc1	Training	NON-active	NON-active
804	108-68-9	Cc1cc(O)cc(C)c1	Training	NON-active	NON-active
805	106-65-0	COC(=O)CCC(=O)OC	Training	NON-active	NON-active
806	112-55-0	CCCCCCCCCCCCS	Training	NON-active	NON-active
807	103-69-5	CCNc1ccccc1	Training	NON-active	NON-active
808	87-25-2	CCOC(=O)c1ccccc1N	Training	NON-active	NON-active
809	123-05-7	CCCCC(CC)C=O	Training	NON-active	NON-active
810	94-96-2	CCC(CO)C(O)CCC	Training	NON-active	NON-active
811	N.A.	CCCCC(CC)C(O)=O	Training	NON-active	NON-active
812	645-62-5	CCCC=C(CC)C=O	Training	NON-active	NON-active
813	103-11-7	CCCCC(COC(=O)C=C)CC	Training	NON-active	NON-active
814	1241-94-7	CCC(COP(=O)(Oc1ccccc1)Oc1ccccc1)CCCC	Training	NON-active	NON-active
815	16219-75-3	CC=C1CC2CC1C=C2	Training	NON-active	NON-active
816	75-12-7	NC=O	Training	NON-active	NON-active
817	98-00-0	OCc1ccco1	Training	NON-active	NON-active
818	111-30-8	O=CCCCC=O	Training	NON-active	NON-active
819	79-14-1	OCC(O)=O	Training	NON-active	NON-active
820	999-97-3	C[Si](C)(C)N[Si](C)(C)C	Training	NON-active	NON-active
821	6789-88-4	CCCCCCOC(=O)c1ccccc1	Training	NON-active	NON-active
822	75-86-5	CC(C)(O)C#N	Training	NON-active	NON-active
823	127-07-1	NC(=O)NO	Training	NON-active	NON-active
824	123-92-2	CC(C)CCOC(C)=O	Training	NON-active	NON-active
825	123-51-3	CC(C)CCO	Training	NON-active	NON-active
826	108-21-4	CC(C)OC(C)=O	Training	NON-active	NON-active
827	51-30-9	CC(C)NCC(O)c1ccc(O)c(O)c1	Training	NON-active	NON-active
828	78-70-6	CC(C)=CCCC(C)(O)C=C	Training	NON-active	NON-active
829	118-71-8	CC1OC=CC(=O)C=1O	Training	NON-active	NON-active
830	134-20-3	COC(=O)c1ccccc1N	Training	NON-active	NON-active
831	110-26-9	C=CC(=O)NCNC(=O)C=C	Training	NON-active	NON-active
832	93-15-2	COc1ccc(CC=C)cc1OC	Training	NON-active	NON-active
833	4553-62-2	CC(CCC#N)C#N	Training	NON-active	NON-active
834	119-36-8	COC(=O)c1ccccc1O	Training	NON-active	NON-active
835	4376-20-9	CCCCC(COC(=O)c1ccccc1C(O)=O)CC	Training	NON-active	NON-active
836	110-91-8	C1COCCN1	Training	NON-active	NON-active
837	123-35-3	CC(C)=CCCC(=C)C=C	Training	NON-active	NON-active
838	88-74-4	Nc1ccccc1[N+]([O-])=O	Training	NON-active	NON-active
839	88-72-2	Cc1ccccc1[N+]([O-])=O	Training	NON-active	NON-active
840	111-84-2	CCCCCCCCC	Training	NON-active	NON-active
841	112-80-1	CCCCCCCCC=CCCCCCCCC(O)=O	Training	NON-active	NON-active
842	144-62-7	OC(=O)C(O)=O	Training	NON-active	NON-active
843	66-71-7	c1cc2ccc[n]c2c2[n]cccc21	Training	NON-active	NON-active
844	156-43-4	CCOc1ccc(N)cc1	Training	NON-active	NON-active
845	95-54-5	Nc1ccccc1N	Training	NON-active	NON-active
846	121-39-1	CCOC(=O)C1OC1c1ccccc1	Training	NON-active	NON-active
847	101-54-2	Nc1ccc(cc1)Nc1ccccc1	Training	NON-active	NON-active
848	4418-26-2	CC1=CC(=O)C(C(=O)O1)=C(C)O	Training	NON-active	NON-active
849	N.A.	CCCCCCCCCCCCOS(O)(=O)=O	Training	NON-active	NON-active
850	126-92-1	CCCCC(COS(O)(=O)=O)CC	Training	NON-active	NON-active
851	129-17-9	CCN(CC)c1ccc(cc1)C(c1ccc(cc1S(O)(=O)=O)S(O)(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC	Training	NON-active	NON-active
852	100-21-0	OC(=O)c1ccc(cc1)C(O)=O	Training	NON-active	NON-active
853	117-08-8	O=C1OC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl	Training	NON-active	NON-active
854	119-64-2	C1CCCc2ccccc21	Training	NON-active	NON-active
855	83-67-0	CN1c2[n]c[n](C)c2C(=O)NC1=O	Training	NON-active	NON-active
856	68-11-1	OC(=O)CS	Training	NON-active	NON-active
857	102-82-9	CCCCN(CCCC)CCCC	Training	NON-active	NON-active
858	87-61-6	Clc1c(Cl)cccc1Cl	Training	NON-active	NON-active
859	111-21-7	CC(=O)OCCOCCOCCOC(C)=O	Training	NON-active	NON-active
860	112-49-2	COCCOCCOCCOC	Training	NON-active	NON-active
861	78-40-0	CCOP(=O)(OCC)OCC	Training	NON-active	NON-active
862	552-30-7	OC(=O)c1cc2c(cc1)C(=O)OC2=O	Training	NON-active	NON-active
863	75-50-3	CN(C)C	Training	NON-active	NON-active
864	118-56-9	CC1CC(CC(C)(C)C1)OC(=O)c1ccccc1O	Training	NON-active	NON-active
865	603-35-0	c1ccccc1P(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
866	101-02-0	c1ccccc1OP(Oc1ccccc1)Oc1ccccc1	Training	NON-active	NON-active
867	140-08-9	ClCCOP(OCCCl)OCCCl	Training	NON-active	NON-active
868	13674-84-5	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl	Training	NON-active	NON-active
869	3319-31-1	CCCCC(COC(=O)c1ccc(cc1C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)CC	Training	NON-active	NON-active
870	87-62-7	Cc1cccc(C)c1N	Training	NON-active	NON-active
871	60-12-8	OCCc1ccccc1	Training	NON-active	NON-active
872	69-72-7	Oc1ccccc1C(O)=O	Training	NON-active	NON-active
